,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
769492,MeY7ugwC/,MeY7ugwC37,37,30,"Offside, Paris Saint Germain. Blaise Matuidi tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,blaise matuidi,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769495,MeY7ugwC/,MeY7ugwC40,40,32,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769501,MeY7ugwC/,MeY7ugwC46,46,35,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Angel Di MarA­a with a through ball.,1,12.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,angel di maria,,,5.0,1.0,0,3.0,1.0,4,1.0,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769507,MeY7ugwC/,MeY7ugwC52,52,44,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769526,MeY7ugwC/,MeY7ugwC71,71,57,Hand ball by Zlatan Ibrahimovic (Paris Saint Germain).,10,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769527,MeY7ugwC/,MeY7ugwC72,72,58,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is blocked. Assisted by Angel Di MarA­a.,1,12.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,angel di maria,,,2.0,3.0,0,3.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769533,MeY7ugwC/,MeY7ugwC78,78,61,"Goal!  St Etienne 0, Paris Saint Germain 1. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the high centre of the goal. Assisted by Serge Aurier with a cross.",1,12.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,serge aurier,,,,1.0,1,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769536,MeY7ugwC/,MeY7ugwC81,81,63,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769565,MeY7ugwC/,MeY7ugwC110,110,85,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
769575,MeY7ugwC/,MeY7ugwC120,120,90,"Goal!  St Etienne 0, Paris Saint Germain 2. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the six yard box to the centre of the goal. Assisted by Angel Di MarA­a.",1,12.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,angel di maria,,,5.0,1.0,1,10.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/,True,2016-01-31,F1,2016,france,St Etienne,Paris Saint-Germain,0,2,7.5,4.3,1.61,,,,
772361,f9EG8i7b/,f9EG8i7b6,6,7,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Lorient,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/,True,2016-02-03,F1,2016,france,Paris Saint-Germain,Lorient,3,1,1.24,7.5,19.0,,,,
772364,f9EG8i7b/,f9EG8i7b9,9,8,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,1,Paris Saint-Germain,Lorient,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/,True,2016-02-03,F1,2016,france,Paris Saint-Germain,Lorient,3,1,1.24,7.5,19.0,,,,
772365,f9EG8i7b/,f9EG8i7b10,10,9,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the bottom left corner.,1,,1,Paris Saint-Germain,Lorient,zlatan ibrahimovic,,,,3.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/,True,2016-02-03,F1,2016,france,Paris Saint-Germain,Lorient,3,1,1.24,7.5,19.0,,,,
772385,f9EG8i7b/,f9EG8i7b30,30,26,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,Lorient,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/,True,2016-02-03,F1,2016,france,Paris Saint-Germain,Lorient,3,1,1.24,7.5,19.0,,,,
772390,f9EG8i7b/,f9EG8i7b35,35,32,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,1,Paris Saint-Germain,Lorient,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/,True,2016-02-03,F1,2016,france,Paris Saint-Germain,Lorient,3,1,1.24,7.5,19.0,,,,
772404,f9EG8i7b/,f9EG8i7b49,49,55,"Goal!  Paris Saint Germain 2, Lorient 1. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the centre of the goal. Assisted by Layvin Kurzawa with a cross.",1,12.0,1,Paris Saint-Germain,Lorient,zlatan ibrahimovic,layvin kurzawa,,,5.0,1.0,1,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-lorient-f9EG8i7b/,True,2016-02-03,F1,2016,france,Paris Saint-Germain,Lorient,3,1,1.24,7.5,19.0,,,,
778283,xnqfMAyb/,xnqfMAyb1,1,2,"Goal!  Marseille 0, Paris Saint Germain 1. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from very close range to the centre of the goal. Assisted by Maxwell with a cross.",1,12.0,2,Paris Saint-Germain,Marseille,zlatan ibrahimovic,maxwell,,,5.0,1.0,1,13.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/marseille-paris-sg-xnqfMAyb/,True,2016-02-07,F1,2016,france,Marseille,Paris Saint-Germain,1,2,5.3,3.72,1.92,,,,
778312,xnqfMAyb/,xnqfMAyb30,30,48,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/marseille-paris-sg-xnqfMAyb/,True,2016-02-07,F1,2016,france,Marseille,Paris Saint-Germain,1,2,5.3,3.72,1.92,,,,
778325,xnqfMAyb/,xnqfMAyb43,43,60,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box misses to the left. Assisted by Blaise Matuidi with a cross.,1,12.0,2,Paris Saint-Germain,Marseille,zlatan ibrahimovic,blaise matuidi,,,8.0,2.0,0,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/marseille-paris-sg-xnqfMAyb/,True,2016-02-07,F1,2016,france,Marseille,Paris Saint-Germain,1,2,5.3,3.72,1.92,,,,
778336,xnqfMAyb/,xnqfMAyb54,54,78,"Offside, Paris Saint Germain. Maxwell tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Marseille,zlatan ibrahimovic,maxwell,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/marseille-paris-sg-xnqfMAyb/,True,2016-02-07,F1,2016,france,Marseille,Paris Saint-Germain,1,2,5.3,3.72,1.92,,,,
785561,YiPDYvRK/,YiPDYvRK19,19,19,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785571,YiPDYvRK/,YiPDYvRK29,29,32,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785576,YiPDYvRK/,YiPDYvRK34,34,36,"Offside, Paris Saint Germain. Angel Di MarA­a tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,angel di maria,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785585,YiPDYvRK/,YiPDYvRK43,43,43,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is blocked. Assisted by Lucas Moura.,1,12.0,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,lucas moura,,,2.0,3.0,0,3.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785586,YiPDYvRK/,YiPDYvRK44,44,43,"Goal!  Paris Saint Germain 2, Reims 1. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box to the bottom right corner. Assisted by Lucas Moura.",1,12.0,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,lucas moura,,,4.0,1.0,1,3.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785589,YiPDYvRK/,YiPDYvRK47,47,46,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is close, but misses to the left. Assisted by Edinson Cavani.",1,12.0,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,edinson cavani,,,8.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785603,YiPDYvRK/,YiPDYvRK61,61,62,"Offside, Paris Saint Germain. Adrien Rabiot tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,adrien rabiot,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
785606,YiPDYvRK/,YiPDYvRK64,64,68,"Goal!  Paris Saint Germain 4, Reims 1. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box to the bottom left corner.",1,,1,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,3.0,1.0,1,3.0,2.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-reims-YiPDYvRK/,True,2016-02-20,F1,2016,france,Paris Saint-Germain,Stade de Reims,4,1,1.25,9.0,26.13,,,,
790911,lnpMtxJs/,lnpMtxJs3,3,5,"Offside, Paris Saint Germain. Gregory Van der Wiel tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,gregory van der wiel,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790916,lnpMtxJs/,lnpMtxJs8,8,8,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from more than 40 yards on the right wing misses to the left. Assisted by Gregory Van der Wiel.,1,12.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,gregory van der wiel,,,8.0,2.0,0,18.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790925,lnpMtxJs/,lnpMtxJs17,17,14,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is close, but misses to the right. Assisted by Edinson Cavani with a headed pass.",1,12.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,edinson cavani,,,9.0,2.0,0,3.0,2.0,3,1.0,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790944,lnpMtxJs/,lnpMtxJs36,36,35,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the left wing.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,4.0,,0,,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790957,lnpMtxJs/,lnpMtxJs49,49,43,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790959,lnpMtxJs/,lnpMtxJs51,51,44,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the centre of the goal. Assisted by Benjamin Stambouli.,1,12.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,benjamin stambouli,,,5.0,1.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790987,lnpMtxJs/,lnpMtxJs79,79,65,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is close, but misses to the left. Assisted by Javier Pastore.",1,12.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,javier pastore,,,8.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
790990,lnpMtxJs/,lnpMtxJs82,82,66,"Offside, Paris Saint Germain. Edinson Cavani tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,edinson cavani,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
791016,lnpMtxJs/,lnpMtxJs108,108,85,"Offside, Paris Saint Germain. Javier Pastore tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Lyon,zlatan ibrahimovic,javier pastore,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/lyon-paris-sg-lnpMtxJs/,True,2016-02-28,F1,2016,france,Lyon,Paris Saint-Germain,2,1,5.1,3.84,1.88,,,,
796706,pEa0fems/,pEa0fems47,47,63,"Offside, Paris Saint Germain. Javier Pastore tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,javier pastore,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-montpellier-pEa0fems/,True,2016-03-05,F1,2016,france,Paris Saint-Germain,Montpellier,0,0,8.4,4.35,8.4,,,,
796719,pEa0fems/,pEa0fems60,60,80,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from long range on the left misses to the right from a direct free kick.,1,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,9.0,2.0,0,16.0,1.0,0,4.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-montpellier-pEa0fems/,True,2016-03-05,F1,2016,france,Paris Saint-Germain,Montpellier,0,0,8.4,4.35,8.4,,,,
796726,pEa0fems/,pEa0fems67,67,90,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-montpellier-pEa0fems/,True,2016-03-05,F1,2016,france,Paris Saint-Germain,Montpellier,0,0,8.4,4.35,8.4,,,,
796730,pEa0fems/,pEa0fems71,71,90,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Jean-Kevin Augustin.,1,12.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,jeankevin augustin,,,5.0,1.0,0,11.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-montpellier-pEa0fems/,True,2016-03-05,F1,2016,france,Paris Saint-Germain,Montpellier,0,0,8.4,4.35,8.4,,,,
803679,pfHHliHI/,pfHHliHI8,8,10,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box misses to the right. Assisted by Edinson Cavani.,1,12.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,edinson cavani,,,9.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803680,pfHHliHI/,pfHHliHI9,9,11,"Offside, Paris Saint Germain. Angel Di MarA­a tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,angel di maria,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803681,pfHHliHI/,pfHHliHI10,10,13,"Offside, Paris Saint Germain. David Luiz tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,david luiz,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803686,pfHHliHI/,pfHHliHI15,15,17,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803694,pfHHliHI/,pfHHliHI23,23,27,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from outside the box is close, but misses to the right.",1,,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,,,,9.0,2.0,0,15.0,2.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803714,pfHHliHI/,pfHHliHI43,43,46,"Goal!  Troyes 0, Paris Saint Germain 4. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from outside the box to the centre of the goal. Assisted by Edinson Cavani.",1,12.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,edinson cavani,,,5.0,1.0,1,15.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803723,pfHHliHI/,pfHHliHI52,52,52,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the right side of the box is high and wide to the left.,1,,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,,,,6.0,2.0,0,11.0,2.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803724,pfHHliHI/,pfHHliHI53,53,52,"Goal!  Troyes 0, Paris Saint Germain 5. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the bottom left corner. Assisted by Angel Di MarA­a with a cross.",1,12.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,angel di maria,,,3.0,1.0,1,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803728,pfHHliHI/,pfHHliHI57,57,55,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803729,pfHHliHI/,pfHHliHI58,58,55,"Goal!  Troyes 0, Paris Saint Germain 6. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box to the bottom right corner. Assisted by Layvin Kurzawa.",1,12.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,layvin kurzawa,,,4.0,1.0,1,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803750,pfHHliHI/,pfHHliHI79,79,78,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the bottom left corner. Assisted by Javier Pastore.,1,12.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,javier pastore,,,3.0,1.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803761,pfHHliHI/,pfHHliHI90,90,88,"Corner,  Troyes. Conceded by Zlatan Ibrahimovic.",2,,1,Troyes,Paris Saint-Germain,zlatan ibrahimovic,zlatan ibrahimovic,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
803762,pfHHliHI/,pfHHliHI91,91,88,"Goal!  Troyes 0, Paris Saint Germain 9. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box to the bottom left corner. Assisted by Javier Pastore with a through ball following a fast break.",1,12.0,2,Paris Saint-Germain,Troyes,zlatan ibrahimovic,javier pastore,,,3.0,1.0,1,3.0,2.0,4,1.0,1,/soccer/france/ligue-1-2015-2016/troyes-paris-sg-pfHHliHI/,True,2016-03-13,F1,2016,france,Troyes,Paris Saint-Germain,0,9,20.8,8.3,1.31,,,,
807472,6LgN5qhA/,6LgN5qhA5,5,4,"Offside, Paris Saint Germain. Angel Di MarA­a tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,angel di maria,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807480,6LgN5qhA/,6LgN5qhA13,13,18,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the centre of the goal. Assisted by Lucas Moura with a headed pass.,1,12.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,lucas moura,,,5.0,1.0,0,15.0,1.0,3,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807500,6LgN5qhA/,6LgN5qhA33,33,39,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the left side of the box misses to the right. Assisted by Thiago Motta.,1,12.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,thiago motta,,,9.0,2.0,0,9.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807501,6LgN5qhA/,6LgN5qhA34,34,41,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) header from the centre of the box is just a bit too high. Assisted by Angel Di MarA­a.,1,12.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,angel di maria,,,1.0,2.0,0,3.0,3.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
