,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
47671,6wQ9wWJ0/,6wQ9wWJ098,98,90,Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is blocked.,1,,2,AC Milan,Fiorentina,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/fiorentina-ac-milan-6wQ9wWJ0/,True,2011-11-19,I1,2012,italy,Fiorentina,AC Milan,0,0,4.24,3.5,2.14,,,,
54190,hrAgCWAJ/,hrAgCWAJ1,1,1,Zlatan Ibrahimovic (Milan) hits the bar with a right footed shot from outside the box. Assisted by Alexandre Pato.,1,12.0,1,AC Milan,Chievo Verona,zlatan ibrahimovic,alexandre pato,,,7.0,4.0,0,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/,True,2011-11-27,I1,2012,italy,AC Milan,Chievo Verona,4,0,1.35,5.4,12.01,,,,
54195,hrAgCWAJ/,hrAgCWAJ6,6,10,"Offside, Milan. Alberto Aquilani tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,AC Milan,Chievo Verona,zlatan ibrahimovic,alberto aquilani,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/,True,2011-11-27,I1,2012,italy,AC Milan,Chievo Verona,4,0,1.35,5.4,12.01,,,,
54205,hrAgCWAJ/,hrAgCWAJ16,16,16,"Goal!  Milan 2, Chievo 0. Zlatan Ibrahimovic (Milan) right footed shot from outside the box to the top right corner. Assisted by Alberto Aquilani.",1,12.0,1,AC Milan,Chievo Verona,zlatan ibrahimovic,alberto aquilani,,,13.0,1.0,1,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/,True,2011-11-27,I1,2012,italy,AC Milan,Chievo Verona,4,0,1.35,5.4,12.01,,,,
54224,hrAgCWAJ/,hrAgCWAJ35,35,37,Attempt missed. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is just a bit too high from a direct free kick.,1,,1,AC Milan,Chievo Verona,zlatan ibrahimovic,,,,1.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/,True,2011-11-27,I1,2012,italy,AC Milan,Chievo Verona,4,0,1.35,5.4,12.01,,,,
54230,hrAgCWAJ/,hrAgCWAJ41,41,44,"Goal!  Milan 4, Chievo 0. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the top right corner.",1,,1,AC Milan,Chievo Verona,zlatan ibrahimovic,,,,13.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/,True,2011-11-27,I1,2012,italy,AC Milan,Chievo Verona,4,0,1.35,5.4,12.01,,,,
54236,hrAgCWAJ/,hrAgCWAJ47,47,46,"Attempt missed. Zlatan Ibrahimovic (Milan) left footed shot from the centre of the box is close, but misses to the left. Assisted by Luca Antonini with a through ball.",1,12.0,1,AC Milan,Chievo Verona,zlatan ibrahimovic,luca antonini,,,8.0,2.0,0,3.0,2.0,4,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/,True,2011-11-27,I1,2012,italy,AC Milan,Chievo Verona,4,0,1.35,5.4,12.01,,,,
55326,hjfJqvXp/,hjfJqvXp22,22,24,"Offside, Milan. Alberto Aquilani tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,AC Milan,Genoa,zlatan ibrahimovic,alberto aquilani,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55328,hjfJqvXp/,hjfJqvXp24,24,28,Attempt saved. Zlatan Ibrahimovic (Milan) left footed shot from outside the box is saved in the bottom right corner. Assisted by Ignazio Abate.,1,12.0,2,AC Milan,Genoa,zlatan ibrahimovic,ignazio abate,,,4.0,1.0,0,15.0,2.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55331,hjfJqvXp/,hjfJqvXp27,27,31,Zlatan Ibrahimovic (Milan) wins a free kick on the left wing.,8,,2,AC Milan,Genoa,zlatan ibrahimovic,,,,,,0,4.0,,0,,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55341,hjfJqvXp/,hjfJqvXp37,37,37,Zlatan Ibrahimovic (Milan) wins a free kick in the attacking half.,8,,2,AC Milan,Genoa,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55342,hjfJqvXp/,hjfJqvXp38,38,38,Attempt missed. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is too high from a direct free kick.,1,,2,AC Milan,Genoa,zlatan ibrahimovic,,,,10.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55358,hjfJqvXp/,hjfJqvXp54,54,48,Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is blocked.,1,,2,AC Milan,Genoa,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55359,hjfJqvXp/,hjfJqvXp55,55,49,Attempt missed. Zlatan Ibrahimovic (Milan) header from the centre of the box misses to the left. Assisted by Robinho with a cross.,1,12.0,2,AC Milan,Genoa,zlatan ibrahimovic,robinho,,,8.0,2.0,0,3.0,3.0,2,1.0,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55365,hjfJqvXp/,hjfJqvXp61,61,56,"Goal!  Genoa 0, Milan 1. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,AC Milan,Genoa,zlatan ibrahimovic,,,,,1.0,1,14.0,1.0,0,2.0,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55387,hjfJqvXp/,hjfJqvXp83,83,77,Attempt missed. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is high and wide to the right. Assisted by Alberto Aquilani.,1,12.0,2,AC Milan,Genoa,zlatan ibrahimovic,alberto aquilani,,,6.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
55395,hjfJqvXp/,hjfJqvXp91,91,83,"Offside, Milan. Antonio Nocerino tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,AC Milan,Genoa,zlatan ibrahimovic,antonio nocerino,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/,True,2011-12-02,I1,2012,italy,Genoa,AC Milan,0,2,5.2,3.66,1.87,,,,
62623,vyGs3JwN/,vyGs3JwN6,6,3,Zlatan Ibrahimovic (Milan) hits the bar with a right footed shot from outside the box from a direct free kick.,1,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,7.0,4.0,0,15.0,1.0,0,4.0,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
62631,vyGs3JwN/,vyGs3JwN14,14,7,Zlatan Ibrahimovic (Milan) wins a free kick in the defensive half.,8,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
62669,vyGs3JwN/,vyGs3JwN52,52,39,Zlatan Ibrahimovic (Milan) wins a free kick on the right wing.,8,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
62694,vyGs3JwN/,vyGs3JwN77,77,63,"Offside, Milan. Kevin-Prince Boateng tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,AC Milan,Bologna,zlatan ibrahimovic,kevinprince boateng,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
62700,vyGs3JwN/,vyGs3JwN83,83,71,"Goal!  Bologna 1, Milan 2. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the top right corner.",1,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,13.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
62713,vyGs3JwN/,vyGs3JwN96,96,79,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
62727,vyGs3JwN/,vyGs3JwN110,110,90,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Bologna,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/bologna-ac-milan-vyGs3JwN/,True,2011-12-11,I1,2012,italy,Bologna,AC Milan,2,2,8.6,4.54,1.51,,,,
64472,p4REWH79/,p4REWH791,1,1,"Offside, Milan. Taye Taiwo tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,AC Milan,Siena,zlatan ibrahimovic,taye taiwo,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64473,p4REWH79/,p4REWH792,2,2,Attempt blocked. Zlatan Ibrahimovic (Milan) left footed shot from the centre of the box is blocked. Assisted by Kevin-Prince Boateng with a cross.,1,12.0,1,AC Milan,Siena,zlatan ibrahimovic,kevinprince boateng,,,2.0,3.0,0,3.0,2.0,2,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64483,p4REWH79/,p4REWH7912,12,16,Attempt missed. Zlatan Ibrahimovic (Milan) left footed shot from the centre of the box is just a bit too high.,1,,1,AC Milan,Siena,zlatan ibrahimovic,,,,1.0,2.0,0,3.0,2.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64491,p4REWH79/,p4REWH7920,20,24,Attempt missed. Zlatan Ibrahimovic (Milan) header from the centre of the box is too high. Assisted by Antonio Nocerino with a cross.,1,12.0,1,AC Milan,Siena,zlatan ibrahimovic,antonio nocerino,,,10.0,2.0,0,3.0,3.0,2,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64496,p4REWH79/,p4REWH7925,25,30,Foul by Zlatan Ibrahimovic (Milan).,3,,1,AC Milan,Siena,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64505,p4REWH79/,p4REWH7934,34,37,"Offside, Milan. Daniele Bonera tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,AC Milan,Siena,zlatan ibrahimovic,daniele bonera,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64515,p4REWH79/,p4REWH7944,44,48,"Offside, Milan. Philippe Mexes tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,AC Milan,Siena,zlatan ibrahimovic,philippe mexes,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64536,p4REWH79/,p4REWH7965,65,63,"Goal!  Milan 2, Siena 0. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the bottom left corner.",1,,1,AC Milan,Siena,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64540,p4REWH79/,p4REWH7969,69,70,Attempt missed. Zlatan Ibrahimovic (Milan) header from the centre of the box misses to the left. Assisted by Alberto Aquilani with a cross.,1,12.0,1,AC Milan,Siena,zlatan ibrahimovic,alberto aquilani,,,8.0,2.0,0,3.0,3.0,2,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
64549,p4REWH79/,p4REWH7978,78,77,Foul by Zlatan Ibrahimovic (Milan).,3,,1,AC Milan,Siena,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-siena-p4REWH79/,True,2011-12-17,I1,2012,italy,AC Milan,Siena,2,0,1.34,5.47,12.8,,,,
67292,2iCUwxV6/,2iCUwxV627,27,27,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Cagliari,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/cagliari-ac-milan-2iCUwxV6/,True,2011-12-20,I1,2012,italy,Cagliari,AC Milan,0,2,6.6,3.75,1.7,,,,
67306,2iCUwxV6/,2iCUwxV641,41,38,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Cagliari,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/cagliari-ac-milan-2iCUwxV6/,True,2011-12-20,I1,2012,italy,Cagliari,AC Milan,0,2,6.6,3.75,1.7,,,,
67322,2iCUwxV6/,2iCUwxV657,57,51,"Offside, Milan. Alberto Aquilani tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,AC Milan,Cagliari,zlatan ibrahimovic,alberto aquilani,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/cagliari-ac-milan-2iCUwxV6/,True,2011-12-20,I1,2012,italy,Cagliari,AC Milan,0,2,6.6,3.75,1.7,,,,
67333,2iCUwxV6/,2iCUwxV668,68,60,"Goal!  Cagliari 0, Milan 2. Zlatan Ibrahimovic (Milan) right footed shot from the centre of the box to the bottom left corner. Assisted by Robinho with a headed pass.",1,12.0,2,AC Milan,Cagliari,zlatan ibrahimovic,robinho,,,3.0,1.0,1,3.0,1.0,3,1.0,0,/soccer/italy/serie-a-2011-2012/cagliari-ac-milan-2iCUwxV6/,True,2011-12-20,I1,2012,italy,Cagliari,AC Milan,0,2,6.6,3.75,1.7,,,,
70547,bXKLSFiS/,bXKLSFiS10,10,10,"Offside, Milan. Antonio Nocerino tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,AC Milan,Atalanta,zlatan ibrahimovic,antonio nocerino,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70553,bXKLSFiS/,bXKLSFiS16,16,12,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Atalanta,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70563,bXKLSFiS/,bXKLSFiS26,26,22,"Goal!  Atalanta 0, Milan 1. Zlatan Ibrahimovic (Milan) converts the penalty with a right footed shot to the bottom left corner.",1,,2,AC Milan,Atalanta,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70566,bXKLSFiS/,bXKLSFiS29,29,24,Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is blocked. Assisted by Alexandre Pato.,1,12.0,2,AC Milan,Atalanta,zlatan ibrahimovic,alexandre pato,,,2.0,3.0,0,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70578,bXKLSFiS/,bXKLSFiS41,41,31,Zlatan Ibrahimovic (Milan) wins a free kick in the defensive half.,8,,2,AC Milan,Atalanta,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70580,bXKLSFiS/,bXKLSFiS43,43,37,Attempt blocked. Zlatan Ibrahimovic (Milan) left footed shot from the centre of the box is blocked. Assisted by Christian Abbiati.,1,12.0,2,AC Milan,Atalanta,zlatan ibrahimovic,christian abbiati,,,2.0,3.0,0,3.0,2.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70610,bXKLSFiS/,bXKLSFiS73,73,62,Zlatan Ibrahimovic (Milan) wins a free kick in the attacking half.,8,,2,AC Milan,Atalanta,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70626,bXKLSFiS/,bXKLSFiS89,89,76,Attempt missed. Zlatan Ibrahimovic (Milan) right footed shot from outside the box misses to the right from a direct free kick.,1,,2,AC Milan,Atalanta,zlatan ibrahimovic,,,,9.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70630,bXKLSFiS/,bXKLSFiS93,93,78,Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from the centre of the box is blocked. Assisted by Robinho with a through ball.,1,12.0,2,AC Milan,Atalanta,zlatan ibrahimovic,robinho,,,2.0,3.0,0,3.0,1.0,4,1.0,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
70645,bXKLSFiS/,bXKLSFiS108,108,88,Attempt saved. Zlatan Ibrahimovic (Milan) left footed shot from the right side of the box is saved in the bottom right corner. Assisted by Mark van Bommel.,1,12.0,2,AC Milan,Atalanta,zlatan ibrahimovic,mark van bommel,,,4.0,1.0,0,11.0,2.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/atalanta-ac-milan-bXKLSFiS/,True,2012-01-08,I1,2012,italy,Atalanta,AC Milan,0,2,5.4,3.57,1.85,,,,
76355,fJWscoCP/,fJWscoCP12,12,12,Attempt saved. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is saved in the bottom left corner.,1,,2,AC Milan,Novara,zlatan ibrahimovic,,,,3.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76368,fJWscoCP/,fJWscoCP25,25,23,Attempt saved. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is saved in the centre of the goal.,1,,2,AC Milan,Novara,zlatan ibrahimovic,,,,5.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76374,fJWscoCP/,fJWscoCP31,31,26,Attempt saved. Zlatan Ibrahimovic (Milan) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Antonio Nocerino with a cross.,1,12.0,2,AC Milan,Novara,zlatan ibrahimovic,antonio nocerino,,,5.0,1.0,0,9.0,1.0,2,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76378,fJWscoCP/,fJWscoCP35,35,34,Attempt saved. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is saved in the bottom left corner. Assisted by Robinho.,1,12.0,2,AC Milan,Novara,zlatan ibrahimovic,robinho,,,3.0,1.0,0,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76382,fJWscoCP/,fJWscoCP39,39,37,Zlatan Ibrahimovic (Milan) wins a free kick in the attacking half.,8,,2,AC Milan,Novara,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76386,fJWscoCP/,fJWscoCP43,43,42,Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is blocked. Assisted by Massimo Ambrosini.,1,12.0,2,AC Milan,Novara,zlatan ibrahimovic,massimo ambrosini,,,2.0,3.0,0,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76392,fJWscoCP/,fJWscoCP49,49,48,Zlatan Ibrahimovic (Milan) wins a free kick in the attacking half.,8,,2,AC Milan,Novara,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76400,fJWscoCP/,fJWscoCP57,57,55,Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from outside the box is blocked.,1,,2,AC Milan,Novara,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76401,fJWscoCP/,fJWscoCP58,58,57,"Goal!  Novara 0, Milan 1. Zlatan Ibrahimovic (Milan) right footed shot from the centre of the box to the bottom left corner. Assisted by Massimo Ambrosini with a through ball.",1,12.0,2,AC Milan,Novara,zlatan ibrahimovic,massimo ambrosini,,,3.0,1.0,1,3.0,1.0,4,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76414,fJWscoCP/,fJWscoCP71,71,67,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Novara,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76438,fJWscoCP/,fJWscoCP95,95,80,Zlatan Ibrahimovic (Milan) wins a free kick in the defensive half.,8,,2,AC Milan,Novara,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76445,fJWscoCP/,fJWscoCP102,102,84,Foul by Zlatan Ibrahimovic (Milan).,3,,2,AC Milan,Novara,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
76453,fJWscoCP/,fJWscoCP110,110,90,"Goal!  Novara 0, Milan 3. Zlatan Ibrahimovic (Milan) right footed shot from the centre of the box to the bottom left corner.",1,,2,AC Milan,Novara,zlatan ibrahimovic,,,,3.0,1.0,1,3.0,1.0,0,1.0,0,/soccer/italy/serie-a-2011-2012/novara-ac-milan-fJWscoCP/,True,2012-01-22,I1,2012,italy,Novara,AC Milan,0,3,10.4,4.8,1.42,,,,
79424,GtXtm1lI/,GtXtm1lI12,12,14,"Offside, Milan. Ignazio Abate tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,AC Milan,Cagliari,zlatan ibrahimovic,ignazio abate,,,,,0,,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-cagliari-GtXtm1lI/,True,2012-01-29,I1,2012,italy,AC Milan,Cagliari,3,0,1.32,5.5,14.37,,,,
79434,GtXtm1lI/,GtXtm1lI22,22,25,Attempt missed. Zlatan Ibrahimovic (Milan) right footed shot from outside the box misses to the left. Assisted by Robinho.,1,12.0,1,AC Milan,Cagliari,zlatan ibrahimovic,robinho,,,8.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/italy/serie-a-2011-2012/ac-milan-cagliari-GtXtm1lI/,True,2012-01-29,I1,2012,italy,AC Milan,Cagliari,3,0,1.32,5.5,14.37,,,,
79438,GtXtm1lI/,GtXtm1lI26,26,31,Zlatan Ibrahimovic (Milan) wins a free kick in the attacking half.,8,,1,AC Milan,Cagliari,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/italy/serie-a-2011-2012/ac-milan-cagliari-GtXtm1lI/,True,2012-01-29,I1,2012,italy,AC Milan,Cagliari,3,0,1.32,5.5,14.37,,,,
